,Address - From Geocoder,Company_Name,Date_Added,File_List,Geocode Score,Header,Latitude,Longitude,Match Score,Query,Text
0,"325 Waterman St, Providence, RI",RICAN EMERY WHEEL WORKS,2019-03-22,"['cd1966/entry/1966_Page_108 (1).chop_4.png', 'cd1966/entry/1966_Page_108 (1).chop_5.png']",100.0,ABRASIVESMANUFACTURERS,41.82752719926306,-71.38287526279669,100.0,325 WATERMAN ST PROVIDENCE,RICAN EMERY WHEEL WORKS 325 WATERMAN ST
1,"1201 Eddy St, Providence, RI",. IRD OE vou INC,2019-03-22,"['cd1966/entry/1966_Page_108 (1).chop_6.png', 'cd1966/entry/1966_Page_108 (1).chop_7.png', 'cd1966/entry/1966_Page_108 (1).chop_8.png']",100.0,ABRASIVESMANUFACTURERS,41.79257524312588,-71.40385065747991,100.0,1201 EDDY ST PROVIDENCE,. IRD OE vou INC 1201 EDDY ST ACCOUNTANTSCERTIFIED PUBLIC
2,"111 Westminster St, Providence, RI",. ACKWAY HOWARD C,2019-03-22,['cd1966/entry/1966_Page_108 (1).chop_15.png'],100.0,ABRASIVESMANUFACTURERS,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,. ACKWAY HOWARD C 111 WESTMINSTER ST
3,"144 Westminster St, Providence, RI",BRINDAMOUR HENRI L,2019-03-22,['cd1966/entry/1966_Page_108 (1).chop_17.png'],100.0,ABRASIVESMANUFACTURERS,41.82396537736711,-71.41104652990313,100.0,144 WESTMINSTER ST PROVIDENCE,BRINDAMOUR HENRI L 144 WESTMINSTER ST
4,"111 Westminster St, Providence, RI",BROWN HARRY C,2019-03-22,['cd1966/entry/1966_Page_108 (1).chop_19.png'],100.0,ABRASIVESMANUFACTURERS,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,BROWN HARRY C 111 WESTMINSTER ST RM
5,"6 A St, Providence, RI",f,2019-03-22,['cd1966/entry/1966_Page_108 (1).chop_20.png'],100.0,ABRASIVESMANUFACTURERS,41.81498774271784,-71.42420112491769,100.0,6 A ST PROVIDENCE,f 6a
6,HARDCODE,COMERY RICHD T,2019-03-22,['cd1966/entry/1966_Page_108 (1).chop_24.png'],100.0,ABRASIVESMANUFACTURERS,41.825363,-71.40946,100.0,15 WESTMINSTER ST PROVIDENCE,COMERY RICHD T 15 WESTMINSTER ST RM
7,"111 Westminster St, Providence, RI",EOMMETTE ARTH J,2019-03-22,['cd1966/entry/1966_Page_108 (1).chop_26.png'],100.0,ABRASIVESMANUFACTURERS,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,EOMMETTE ARTH J 111 WESTMINSTER ST RM
8,"111 Westminster St, Providence, RI",GLASS DITTELMAN & CO,2019-03-22,['cd1966/entry/1966_Page_108 (1).chop_30.png'],100.0,ABRASIVESMANUFACTURERS,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,GLASS DITTELMAN & CO 111 WESTMINSTER
9,"111 Westminster St, Providence, RI",GODFREY ALBERT E,2019-03-22,['cd1966/entry/1966_Page_108 (1).chop_32.png'],100.0,ABRASIVESMANUFACTURERS,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,GODFREY ALBERT E 111 WESTMINSTER ST
10,"111 Westminster St, Providence, RI",ie. BANK BLDG,2019-03-22,"['cd1966/entry/1966_Page_108 (1).chop_35.png', 'cd1966/entry/1966_Page_108 (1).chop_36.png']",100.0,ABRASIVESMANUFACTURERS,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,"ie. BANK BLDG 111 WESTMINSTER, TEL 861-0741"
11,"144 Westminster St, Providence, RI",1 EE HENRY J,2019-03-22,['cd1966/entry/1966_Page_108 (1).chop_37.png'],100.0,ABRASIVESMANUFACTURERS,41.82396537736711,-71.41104652990313,100.0,144 WESTMINSTER ST PROVIDENCE,1 EE HENRY J 144 WESTMINSTER ST RM 200
12,"100 Medway St, Providence, RI",@EVESQUE COLUCCI & CO,2019-03-22,['cd1966/entry/1966_Page_108 (1).chop_38.png'],100.0,ABRASIVESMANUFACTURERS,41.82930247606073,-71.38908838463664,100.0,100 MEDWAY ST PROVIDENCE,@EVESQUE COLUCCI & CO 100 MEDWAY ST
13,"428 Smith St, Providence, RI",HMONACELLI OVID M,2019-03-22,['cd1966/entry/1966_Page_108 (1).chop_41.png'],100.0,ABRASIVESMANUFACTURERS,41.83511431783666,-71.42550636067058,100.0,428 SMITH ST PROVIDENCE,HMONACELLI OVID M 428 SMITH ST RM 1
14,"111 Westminster St, Providence, RI",SNEFF ARMSTRONG,2019-03-22,"['cd1966/entry/1966_Page_108 (1).chop_42.png', 'cd1966/entry/1966_Page_108 (1).chop_43.png', 'cd1966/entry/1966_Page_108 (1).chop_44.png', 'cd1966/entry/1966_Page_108 (1).chop_45.png', 'cd1966/entry/1966_Page_108 (1).chop_46.png']",100.0,ABRASIVESMANUFACTURERS,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,SNEFF  ARMSTRONG 111 WESTMINSTER ST RM 611 *BREEN E & & CO 111 WESTMINSTER ST RM 2504 PEAT MARWICK MITCHELL & CO 10
15,"469 Angell St, Providence, RI",ATLOFF MORRIS,2019-03-22,['cd1966/entry/1966_Page_108 (1).chop_51.png'],100.0,"TRUST BLDG 15 WESTMINSTER, TEL",41.82995356071673,-71.38882898659571,100.0,469 ANGELL ST PROVIDENCE,ATLOFF MORRIS 469 ANGELL ST
16,"6 Europe St, Providence, RI",BUERRY JOSEPH,2019-03-22,['cd1966/entry/1966_Page_108 (2).chop_1.png'],100.0,ACCOUNTANTSPUBLIC,41.821499505947656,-71.4270040083536,100.0,6 EUROPE ST PROVIDENCE,BUERRY JOSEPH 6 EUROPE ST
17,"24 Farmington Ave, Providence, RI",CALABRESE JOSEPH,2019-03-22,['cd1966/entry/1966_Page_108 (2).chop_2.png'],100.0,ACCOUNTANTSPUBLIC,41.80670991385603,-71.4630750796531,100.0,24 FARMINGTON AVE PROVIDENCE,CALABRESE JOSEPH 24% FARMINGTON AV
18,"87 Weybosset St, Providence, RI",CAMPANA PHILIP J,2019-03-22,"['cd1966/entry/1966_Page_108 (2).chop_3.png', 'cd1966/entry/1966_Page_108 (2).chop_4.png']",100.0,ACCOUNTANTSPUBLIC,41.82345669921349,-71.41051758095863,100.0,87 WEYBOSSET ST PROVIDENCE,CAMPANA PHILIP J 87 WEYBOSSET ST RM 222
19,"357 Westminster St, Providence, RI",CAMPANELLA ARCHIE A,2019-03-22,"['cd1966/entry/1966_Page_108 (2).chop_5.png', 'cd1966/entry/1966_Page_108 (2).chop_6.png']",100.0,ACCOUNTANTSPUBLIC,41.82156626088967,-71.4146143692819,100.0,357 WESTMINSTER ST PROVIDENCE,CAMPANELLA ARCHIE A 357 WESTMINSTER ST RM 306
20,"711 Atwells Ave, Providence, RI",CARDELLO AUG A,2019-03-22,['cd1966/entry/1966_Page_108 (2).chop_7.png'],100.0,ACCOUNTANTSPUBLIC,41.824686276614536,-71.44045886020734,100.0,711 ATWELLS AVE PROVIDENCE,CARDELLO AUG A 711 ATWELLS AV
21,"6 Hartford Ave, Providence, RI",CIOLFI A & CO,2019-03-22,['cd1966/entry/1966_Page_108 (2).chop_8.png'],100.0,ACCOUNTANTSPUBLIC,41.81681557510052,-71.44395831531688,94.5,6 HARTFORD AVE PROVIDENCE,CIOLFI A & CO 6&5 HARTFORD AV
22,HARDCODE,CLEGG GEO 8B,2019-03-22,['cd1966/entry/1966_Page_108 (2).chop_9.png'],100.0,ACCOUNTANTSPUBLIC,41.824951,-71.40983100000001,100.0,49 WESTMINSTER ST PROVIDENCE,CLEGG GEO 8B 49 WESTMINSTER ST RM 613
23,"111 Westminster St, Providence, RI",COFFMAN MORRIS & ASSOCIATES,2019-03-22,"['cd1966/entry/1966_Page_108 (2).chop_10.png', 'cd1966/entry/1966_Page_108 (2).chop_11.png']",100.0,ACCOUNTANTSPUBLIC,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,COFFMAN MORRIS & ASSOCIATES 111 WESTMINSTER ST RM 709
24,"198 Dyer St, Providence, RI",CONNOR RALPH J,2019-03-22,['cd1966/entry/1966_Page_108 (2).chop_12.png'],100.0,ACCOUNTANTSPUBLIC,41.82176530719685,-71.40813423541123,100.0,198 DYER ST PROVIDENCE,CONNOR RALPH J 198 DYER ST
25,"211 Adelaide Ave, Providence, RI",CROWLEY HELEN MRS,2019-03-22,"['cd1966/entry/1966_Page_108 (2).chop_13.png', 'cd1966/entry/1966_Page_108 (2).chop_14.png']",100.0,ACCOUNTANTSPUBLIC,41.79650376601838,-71.4232435514249,100.0,211 ADELAIDE AVE PROVIDENCE,CROWLEY HELEN MRS 211 ADELAIDE AV APT 12
