,Address - From Geocoder,Company_Name,Date_Added,File_List,Geocode Score,Header,Latitude,Longitude,Match Score,Query,Text
0,"325 Waterman St, Providence, RI",AMERICAN EMERY WHEEL WORKS,2019-03-22,"['cd1968/entry/1968_Page_102 (1)_3.png', 'cd1968/entry/1968_Page_102 (1)_4.png']",100.0,ABRASIVES MANUFACTURERS,41.82752719926306,-71.38287526279669,100.0,325 WATERMAN ST PROVIDENCE,AMERICAN EMERY WHEEL WORKS 325 WATERMAN ST
1,"1201 Eddy St, Providence, RI",LAIRO. DE Vou INC,2019-03-22,['cd1968/entry/1968_Page_102 (1)_5.png'],100.0,ABRASIVES MANUFACTURERS,41.79257524312588,-71.40385065747991,100.0,1201 EDDY ST PROVIDENCE,LAIRO. DE Vou INC 1201 EDDY ST
2,"111 Westminster St, Providence, RI",ALLEGRETTI ANTHONY T,2019-03-22,"['cd1968/entry/1968_Page_102 (1)_9.png', 'cd1968/entry/1968_Page_102 (1)_10.png']",100.0,ACCOUNTANTS-- CERTIFIED,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,ALLEGRETTI ANTHONY T 111 WESTMINSTER ST RM 508
3,"86 Weybosset St, Providence, RI",BERKOWITZ SAML M,2019-03-22,"['cd1968/entry/1968_Page_102 (1)_11.png', 'cd1968/entry/1968_Page_102 (1)_12.png']",100.0,ACCOUNTANTS-- CERTIFIED,41.82343603171933,-71.41033944573688,100.0,86 WEYBOSSET ST PROVIDENCE,BERKOWITZ SAML M 86 WEYBOSSET ST RM 300
4,"111 Westminster St, Providence, RI",BILOW JACK,2019-03-22,['cd1968/entry/1968_Page_102 (1)_13.png'],100.0,ACCOUNTANTS-- CERTIFIED,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,BILOW JACK 111 WESTMINSTER ST RM 628
5,"111 Westminster St, Providence, RI",BLACKMAN & BLACKMAN,2019-03-22,"['cd1968/entry/1968_Page_102 (1)_14.png', 'cd1968/entry/1968_Page_102 (1)_15.png']",100.0,ACCOUNTANTS-- CERTIFIED,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,BLACKMAN & BLACKMAN 111 WESTMINSTER ST RM 1209
6,"111 Westminster St, Providence, RI",BLACKWAY HOWARD C,2019-03-22,['cd1968/entry/1968_Page_102 (1)_16.png'],100.0,ACCOUNTANTS-- CERTIFIED,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,BLACKWAY HOWARD C 111 WESTMINSTER ST
7,"144 Westminster St, Providence, RI",BRINOAMOUR & OTRANDO,2019-03-22,"['cd1968/entry/1968_Page_102 (1)_18.png', 'cd1968/entry/1968_Page_102 (1)_19.png']",100.0,ACCOUNTANTS-- CERTIFIED,41.82396537736711,-71.41104652990313,100.0,144 WESTMINSTER ST PROVIDENCE,BRINOAMOUR & OTRANDO 144 WESTMINSTER ST RM 504
8,"111 Westminster St, Providence, RI",BROWN HARRY C,2019-03-22,"['cd1968/entry/1968_Page_102 (1)_20.png', 'cd1968/entry/1968_Page_102 (1)_21.png']",100.0,ACCOUNTANTS-- CERTIFIED,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,BROWN HARRY C 111 WESTMINSTER ST RM
9,"87 Weybosset St, Providence, RI",CAMPANA PHILIP J,2019-03-22,"['cd1968/entry/1968_Page_102 (1)_22.png', 'cd1968/entry/1968_Page_102 (1)_23.png']",100.0,ACCOUNTANTS-- CERTIFIED,41.82345669921349,-71.41051758095863,100.0,87 WEYBOSSET ST PROVIDENCE,CAMPANA PHILIP J 87 WEYBOSSET ST RM 222
10,"111 Westminster St, Providence, RI","CHRISTIANSEN & CO, 612 INDUSTRIAL BANK BLOG",2019-03-22,"['cd1968/entry/1968_Page_102 (1)_24.png', 'cd1968/entry/1968_Page_102 (1)_25.png', 'cd1968/entry/1968_Page_102 (1)_26.png']",100.0,ACCOUNTANTS-- CERTIFIED,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,"CHRISTIANSEN & CO, 612 INDUSTRIAL BANK BLOG 111 WESTMINSTER ST (02903), TEL 421~0609"
11,HARDCODE,COHN NEWTON 8,2019-03-22,"['cd1968/entry/1968_Page_102 (1)_27.png', 'cd1968/entry/1968_Page_102 (1)_28.png']",100.0,ACCOUNTANTS-- CERTIFIED,41.824951,-71.40983100000001,100.0,49 WESTMINSTER ST PROVIDENCE,COHN NEWTON 8 49 WESTMINSTER ST RM 626
12,HARDCODE,COMERY RICHD T,2019-03-22,"['cd1968/entry/1968_Page_102 (1)_29.png', 'cd1968/entry/1968_Page_102 (1)_30.png']",100.0,ACCOUNTANTS-- CERTIFIED,41.825363,-71.40946,100.0,15 WESTMINSTER ST PROVIDENCE,COMERY RICHD T 15 WESTMINSTER ST RM 927
13,"198 Dyer St, Providence, RI",CONNOR RALPH J,2019-03-22,['cd1968/entry/1968_Page_102 (1)_31.png'],100.0,ACCOUNTANTS-- CERTIFIED,41.82176530719685,-71.40813423541123,100.0,198 DYER ST PROVIDENCE,CONNOR RALPH J 198 DYER ST RM 212
14,"139 Mathewson St, Providence, RI",DI STEFANO THEO,2019-03-22,['cd1968/entry/1968_Page_102 (1)_32.png'],100.0,ACCOUNTANTS-- CERTIFIED,41.82226432600264,-71.41389084983493,100.0,139 MATHEWSON ST PROVIDENCE,DI STEFANO THEO 139 MATHEWSON ST RM
